fid,Src,Dest,Heading,Parent_Layer,Steps,Sheltered,Distance,Time_Cost,geometry_type,coordinates
1,AS2-Level2-Stair1,AS2-Level3-Stair1,U,AS2_L2_ROOMS,24,T,15,28,LineString,"[[11551773.566252524, 144187.58548503005], [11551775.055647565, 144191.34663765275], [11551769.095986778, 144193.17799174887], [11551767.7034166, 144188.9867845094]]"
2,AS2-Level3-Stair1,AS2-Level2-Stair1,D,AS2_L3_ROOMS,24,T,15,28,LineString,"[[11551767.7034166, 144188.9867845094], [11551769.095986778, 144193.17799174887], [11551775.055647565, 144191.34663765275], [11551773.566252524, 144187.58548503005]]"
3,AS2-Level3-Stair2,AS2-Level4-Stair1,U,AS2_L3_ROOMS,24,T,12,26,LineString,"[[11551773.283479102, 144182.75320117598], [11551784.499569705, 144180.06263155662]]"
4,AS2-Level4-Stair1,AS2-Level3-Stair2,D,AS2_L4_ROOMS,24,T,12,26,LineString,"[[11551784.499569705, 144180.06263155662], [11551773.283479102, 144182.75320117598]]"
5,AS2-Level4-Stair2,AS2-Level5-Stair,U,AS2_L4_ROOMS,24,T,17,29,LineString,"[[11551796.288080119, 144186.27107947224], [11551811.174923353, 144193.89692924274]]"
6,AS2-Level5-Stair,AS2-Level4-Stair2,D,AS2_L5_ROOMS,24,T,17,29,LineString,"[[11551811.174923353, 144193.89692924274], [11551796.288080119, 144186.27107947224]]"
1,AS3- Level1-Entrance,AS3-Level1-Stair,E,AS3_ L1_ROOMS,0,T,20,15,LineString,"[[11551732.56750974, 144150.3236633234], [11551751.800244521, 144143.3394541986]]"
1,AS3-Level1-Stair,AS3- Level1-Entrance,W,AS3_ L1_ROOMS,0,T,20,15,LineString,"[[11551751.800244521, 144143.3394541986], [11551732.56750974, 144150.3236633234]]"
2,AS3- Level1-Entrance,AS3- Level1-Linkway,N,AS3_ L1_ROOMS,0,T,24,18,LineString,"[[11551732.56750974, 144150.3236633234], [11551740.530208204, 144173.6321952086]]"
2,AS3- Level1-Linkway,AS3- Level1-Entrance,S,AS3_ L1_ROOMS,0,T,24,18,LineString,"[[11551740.530208204, 144173.6321952086], [11551732.56750974, 144150.3236633234]]"
3,AS3- Level1-Linkway,LT13,W,AS3_ L1_ROOMS,0,T,9,7,LineString,"[[11551740.530208204, 144173.6321952086], [11551732.063541487, 144176.2528301449]]"
3,LT13,AS3- Level1-Linkway,E,AS3_ L1_ROOMS,0,T,9,7,LineString,"[[11551732.063541487, 144176.2528301449], [11551740.530208204, 144173.6321952086]]"
4,AS3- Level1-Linkway,LT12,E,AS3_ L1_ROOMS,0,T,7,5,LineString,"[[11551740.530208204, 144173.6321952086], [11551746.981001893, 144171.6163221807]]"
4,LT12,AS3- Level1-Linkway,W,AS3_ L1_ROOMS,0,T,7,5,LineString,"[[11551746.981001893, 144171.6163221807], [11551740.530208204, 144173.6321952086]]"
1,AS3-Level2-Lift-Lobby,AS3-Level2-Stair1,N,AS3_ L2_ROOMS,0,T,6,4,LineString,"[[11551764.279408947, 144146.67442389848], [11551767.212425526, 144152.4793525483]]"
1,AS3-Level2-Stair1,AS3-Level2-Lift-Lobby,S,AS3_ L2_ROOMS,0,T,6,4,LineString,"[[11551767.212425526, 144152.4793525483], [11551764.279408947, 144146.67442389848]]"
2,AS3-Level2-Lift-Lobby,AS3-Level2-Lift,E,AS3_ L2_ROOMS,0,T,4,3,LineString,"[[11551764.279408947, 144146.67442389848], [11551767.88457516, 144146.7966329227]]"
2,AS3-Level2-Lift,AS3-Level2-Lift-Lobby,W,AS3_ L2_ROOMS,0,T,4,3,LineString,"[[11551767.88457516, 144146.7966329227], [11551764.279408947, 144146.67442389848]]"
3,AS3-Level2-Lift-Lobby,AS3-Level2-FemaleToilet,N,AS3_ L2_ROOMS,0,T,8,6,LineString,"[[11551764.279408947, 144146.67442389848], [11551760.490929196, 144154.19027888722]]"
3,AS3-Level2-FemaleToilet,AS3-Level2-Lift-Lobby,S,AS3_ L2_ROOMS,0,T,8,6,LineString,"[[11551760.490929196, 144154.19027888722], [11551764.279408947, 144146.67442389848]]"
4,AS3-Level2-Lift-Lobby,AS3-Level2-MaleToilet,W,AS3_ L2_ROOMS,0,T,8,6,LineString,"[[11551764.279408947, 144146.67442389848], [11551757.191285541, 144149.48523145524]]"
4,AS3-Level2-MaleToilet,AS3-Level2-Lift-Lobby,E,AS3_ L2_ROOMS,0,T,8,6,LineString,"[[11551757.191285541, 144149.48523145524], [11551764.279408947, 144146.67442389848]]"
5,AS3-Level2-Lift-Lobby,AS3-Level2-Stair-Entrance,S,AS3_ L2_ROOMS,0,T,7,5,LineString,"[[11551764.279408947, 144146.67442389848], [11551764.707140531, 144139.95292756706]]"
5,AS3-Level2-Stair-Entrance,AS3-Level2-Lift-Lobby,N,AS3_ L2_ROOMS,0,T,7,5,LineString,"[[11551764.707140531, 144139.95292756706], [11551764.279408947, 144146.67442389848]]"
6,AS3-Level2-Stair-Entrance,AS3-Level2-Stair4,W,AS3_ L2_ROOMS,0,T,4,3,LineString,"[[11551764.707140531, 144139.95292756706], [11551760.857556269, 144141.23612232125]]"
6,AS3-Level2-Stair4,AS3-Level2-Stair-Entrance,E,AS3_ L2_ROOMS,0,T,4,3,LineString,"[[11551760.857556269, 144141.23612232125], [11551764.707140531, 144139.95292756706]]"
7,AS3-Level2-Stair-Entrance,AS3-Level2-Stair3,E,AS3_ L2_ROOMS,0,T,6,4,LineString,"[[11551764.707140531, 144139.95292756706], [11551770.023233084, 144141.9082719544]]"
7,AS3-Level2-Stair3,AS3-Level2-Stair-Entrance,W,AS3_ L2_ROOMS,0,T,6,4,LineString,"[[11551770.023233084, 144141.9082719544], [11551764.707140531, 144139.95292756706]]"
8,AS3-Level2-Stair-Entrance,AS3-020809-Entrance,S,AS3_ L2_ROOMS,0,T,6,4,LineString,"[[11551764.707140531, 144139.95292756706], [11551765.073767602, 144133.84247635672]]"
8,AS3-020809-Entrance,AS3-Level2-Stair-Entrance,N,AS3_ L2_ROOMS,0,T,6,4,LineString,"[[11551765.073767602, 144133.84247635672], [11551764.707140531, 144139.95292756706]]"
9,AS3-020809-Entrance,AS3-0209,S,AS3_ L2_ROOMS,0,T,4,3,LineString,"[[11551765.073767602, 144133.84247635672], [11551763.729468336, 144129.93178758209]]"
9,AS3-0209,AS3-020809-Entrance,N,AS3_ L2_ROOMS,0,T,4,3,LineString,"[[11551763.729468336, 144129.93178758209], [11551765.073767602, 144133.84247635672]]"
10,AS3-020809-Entrance,AS3-0208,S,AS3_ L2_ROOMS,0,T,4,3,LineString,"[[11551765.073767602, 144133.84247635672], [11551767.02911199, 144130.66504172733]]"
10,AS3-0208,AS3-020809-Entrance,N,AS3_ L2_ROOMS,0,T,4,3,LineString,"[[11551767.02911199, 144130.66504172733], [11551765.073767602, 144133.84247635672]]"
11,AS3-020809-Entrance,AS3-0212-Entrance,W,AS3_ L2_ROOMS,0,T,18,13,LineString,"[[11551765.073767602, 144133.84247635672], [11551748.086713238, 144139.95292756706]]"
11,AS3-0212-Entrance,AS3-020809-Entrance,E,AS3_ L2_ROOMS,0,T,18,13,LineString,"[[11551748.086713238, 144139.95292756706], [11551765.073767602, 144133.84247635672]]"
12,AS3-0212-Entrance,AS3-0213-Entrance,W,AS3_ L2_ROOMS,0,T,5,4,LineString,"[[11551748.086713238, 144139.95292756706], [11551743.076143246, 144141.8471674423]]"
12,AS3-0213-Entrance,AS3-0212-Entrance,E,AS3_ L2_ROOMS,0,T,5,4,LineString,"[[11551743.076143246, 144141.8471674423], [11551748.086713238, 144139.95292756706]]"
13,AS3-0213-Entrance,AS3-0214-Entrance,W,AS3_ L2_ROOMS,0,T,9,7,LineString,"[[11551743.076143246, 144141.8471674423], [11551734.7659296, 144144.84128853536]]"
13,AS3-0214-Entrance,AS3-0213-Entrance,E,AS3_ L2_ROOMS,0,T,9,7,LineString,"[[11551734.7659296, 144144.84128853536], [11551743.076143246, 144141.8471674423]]"
14,AS3-0214-Entrance,AS3-0215-Entrance,W,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551734.7659296, 144144.84128853536], [11551731.832913019, 144145.81896072903]]"
14,AS3-0215-Entrance,AS3-0214-Entrance,E,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551731.832913019, 144145.81896072903], [11551734.7659296, 144144.84128853536]]"
15,AS3-0215-Entrance,AS3-Level2-Stair2,N,AS3_ L2_ROOMS,0,T,14,10,LineString,"[[11551731.832913019, 144145.81896072903], [11551727.25007461, 144148.56866377368], [11551730.12198668, 144156.75666839557]]"
15,AS3-Level2-Stair2,AS3-0215-Entrance,S,AS3_ L2_ROOMS,0,T,14,10,LineString,"[[11551730.12198668, 144156.75666839557], [11551727.25007461, 144148.56866377368], [11551731.832913019, 144145.81896072903]]"
16,AS3-0212-Entrance,AS3-0212,S,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551748.086713238, 144139.95292756706], [11551746.98683202, 144137.2032245224]]"
16,AS3-0212,AS3-0212-Entrance,N,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551746.98683202, 144137.2032245224], [11551748.086713238, 144139.95292756706]]"
17,AS3-0213-Entrance,AS3-0213,S,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551743.076143246, 144141.8471674423], [11551742.159575565, 144139.28077793395]]"
17,AS3-0213,AS3-0213-Entrance,N,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551742.159575565, 144139.28077793395], [11551743.076143246, 144141.8471674423]]"
18,AS3-0214-Entrance,AS3-0214,S,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551734.7659296, 144144.84128853536], [11551733.788257405, 144142.0915854907]]"
18,AS3-0214,AS3-0214-Entrance,N,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551733.788257405, 144142.0915854907], [11551734.7659296, 144144.84128853536]]"
19,AS3-0215-Entrance,AS3-0215,S,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551731.832913019, 144145.81896072903], [11551730.7330318, 144143.06925768437]]"
19,AS3-0215,AS3-0215-Entrance,N,AS3_ L2_ROOMS,0,T,3,2,LineString,"[[11551730.7330318, 144143.06925768437], [11551731.832913019, 144145.81896072903]]"
1,AS3-Level3-Lift-Lobby,AS3-Level3-FemaleToilet,N,AS3_ L3_ROOMS,0,T,8,6,LineString,"[[11551764.279408947, 144146.67442389848], [11551760.490929196, 144154.19027888722]]"
1,AS3-Level3-FemaleToilet,AS3-Level3-Lift-Lobby,S,AS3_ L3_ROOMS,0,T,8,6,LineString,"[[11551760.490929196, 144154.19027888722], [11551764.279408947, 144146.67442389848]]"
2,AS3-Level3-Lift-Lobby,AS3-Level3-Stair1,N,AS3_ L3_ROOMS,0,T,6,4,LineString,"[[11551764.279408947, 144146.67442389848], [11551767.212425526, 144152.4793525483]]"
2,AS3-Level3-Stair1,AS3-Level3-Lift-Lobby,S,AS3_ L3_ROOMS,0,T,6,4,LineString,"[[11551767.212425526, 144152.4793525483], [11551764.279408947, 144146.67442389848]]"
3,AS3-Level3-Lift-Lobby,AS3-Level3-Lift,E,AS3_ L3_ROOMS,0,T,4,3,LineString,"[[11551764.279408947, 144146.67442389848], [11551767.88457516, 144146.7966329227]]"
3,AS3-Level3-Lift,AS3-Level3-Lift-Lobby,W,AS3_ L3_ROOMS,0,T,4,3,LineString,"[[11551767.88457516, 144146.7966329227], [11551764.279408947, 144146.67442389848]]"
4,AS3-Level3-Lift-Lobby,AS3-Level3-MaleToilet,W,AS3_ L3_ROOMS,0,T,8,6,LineString,"[[11551764.279408947, 144146.67442389848], [11551757.191285541, 144149.48523145524]]"
4,AS3-Level3-MaleToilet,AS3-Level3-Lift-Lobby,E,AS3_ L3_ROOMS,0,T,8,6,LineString,"[[11551757.191285541, 144149.48523145524], [11551764.279408947, 144146.67442389848]]"
5,AS3-Level3-Lift-Lobby,AS3-Level3-Entrance,S,AS3_ L3_ROOMS,0,T,13,10,LineString,"[[11551764.279408947, 144146.67442389848], [11551765.073767602, 144133.84247635672]]"
5,AS3-Level3-Entrance,AS3-Level3-Lift-Lobby,N,AS3_ L3_ROOMS,0,T,13,10,LineString,"[[11551765.073767602, 144133.84247635672], [11551764.279408947, 144146.67442389848]]"
6,AS3-Level3-Entrance,AS3-0306-Entrance,W,AS3_ L3_ROOMS,0,T,7,5,LineString,"[[11551765.073767602, 144133.84247635672], [11551758.590006024, 144136.20836668467]]"
6,AS3-0306-Entrance,AS3-Level3-Entrance,E,AS3_ L3_ROOMS,0,T,7,5,LineString,"[[11551758.590006024, 144136.20836668467], [11551765.073767602, 144133.84247635672]]"
7,AS3-0306-Entrance,AS3-Corridor,W,AS3_ L3_ROOMS,0,T,7,5,LineString,"[[11551758.590006024, 144136.20836668467], [11551751.685196156, 144138.89696521722]]"
7,AS3-Corridor,AS3-0306-Entrance,E,AS3_ L3_ROOMS,0,T,7,5,LineString,"[[11551751.685196156, 144138.89696521722], [11551758.590006024, 144136.20836668467]]"
8,AS3-Corridor,AS3-0312-Entrance,W,AS3_ L3_ROOMS,0,T,10,7,LineString,"[[11551751.685196156, 144138.89696521722], [11551742.458414828, 144142.31881789502]]"
8,AS3-0312-Entrance,AS3-Corridor,E,AS3_ L3_ROOMS,0,T,10,7,LineString,"[[11551742.458414828, 144142.31881789502], [11551751.685196156, 144138.89696521722]]"
9,AS3-0312-Entrance,AS3-0309-Entrance,W,AS3_ L3_ROOMS,0,T,6,4,LineString,"[[11551742.458414828, 144142.31881789502], [11551737.142322274, 144144.09084874604]]"
9,AS3-0309-Entrance,AS3-0312-Entrance,E,AS3_ L3_ROOMS,0,T,6,4,LineString,"[[11551737.142322274, 144144.09084874604], [11551742.458414828, 144142.31881789502]]"
10,AS3-0309-Entrance,AS3-Level3-Stair2,N,AS3_ L3_ROOMS,0,T,19,14,LineString,"[[11551737.142322274, 144144.09084874604], [11551728.19051125, 144147.66546270408], [11551731.245736858, 144156.1589898865]]"
10,AS3-Level3-Stair2,AS3-0309-Entrance,S,AS3_ L3_ROOMS,0,T,19,14,LineString,"[[11551731.245736858, 144156.1589898865], [11551728.19051125, 144147.66546270408], [11551737.142322274, 144144.09084874604]]"
11,AS3-0309-Entrance,AS3-0309,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551737.142322274, 144144.09084874604], [11551736.072993314, 144141.37169795742]]"
11,AS3-0309,AS3-0309-Entrance,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551736.072993314, 144141.37169795742], [11551737.142322274, 144144.09084874604]]"
12,AS3-0312-Entrance,AS3-0312,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551742.458414828, 144142.31881789502], [11551743.588848302, 144145.16017770785]]"
12,AS3-0312,AS3-0312-Entrance,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551743.588848302, 144145.16017770785], [11551742.458414828, 144142.31881789502]]"
13,AS3-Corridor,AS3-0314,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551751.685196156, 144138.89696521722], [11551751.043598779, 144142.3493701511]]"
13,AS3-0314,AS3-Corridor,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551751.043598779, 144142.3493701511], [11551751.685196156, 144138.89696521722]]"
14,AS3-Corridor,AS3-0316,N,AS3_ L3_ROOMS,0,T,4,3,LineString,"[[11551751.685196156, 144138.89696521722], [11551754.893183041, 144140.8217573485]]"
14,AS3-0316,AS3-Corridor,S,AS3_ L3_ROOMS,0,T,4,3,LineString,"[[11551754.893183041, 144140.8217573485], [11551751.685196156, 144138.89696521722]]"
15,AS3-Corridor,AS3-0308,S,AS3_ L3_ROOMS,0,T,4,3,LineString,"[[11551751.685196156, 144138.89696521722], [11551747.988373173, 144137.4610091828]]"
15,AS3-0308,AS3-Corridor,N,AS3_ L3_ROOMS,0,T,4,3,LineString,"[[11551747.988373173, 144137.4610091828], [11551751.685196156, 144138.89696521722]]"
16,AS3-Corridor,AS3-0307,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551751.685196156, 144138.89696521722], [11551752.021270972, 144136.1778144286]]"
16,AS3-0307,AS3-Corridor,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551752.021270972, 144136.1778144286], [11551751.685196156, 144138.89696521722]]"
17,AS3-0306-Entrance,AS3-0306,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551758.590006024, 144136.20836668467], [11551757.642886085, 144133.61142492027]]"
17,AS3-0306,AS3-0306-Entrance,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551757.642886085, 144133.61142492027], [11551758.590006024, 144136.20836668467]]"
18,AS3-Level3-Entrance,AS3-0305-Entrance,E,AS3_ L3_ROOMS,0,T,12,9,LineString,"[[11551765.073767602, 144133.84247635672], [11551775.363194596, 144139.1108310096]]"
18,AS3-0305-Entrance,AS3-Level3-Entrance,W,AS3_ L3_ROOMS,0,T,12,9,LineString,"[[11551775.363194596, 144139.1108310096], [11551765.073767602, 144133.84247635672]]"
19,AS3-0305-Entrance,AS3-0304-Entrance,E,AS3_ L3_ROOMS,0,T,6,4,LineString,"[[11551775.363194596, 144139.1108310096], [11551780.343212333, 144141.6161160058]]"
19,AS3-0304-Entrance,AS3-0305-Entrance,W,AS3_ L3_ROOMS,0,T,6,4,LineString,"[[11551780.343212333, 144141.6161160058], [11551775.363194596, 144139.1108310096]]"
20,AS3-0304-Entrance,AS3-0303-Entrance,E,AS3_ L3_ROOMS,0,T,11,8,LineString,"[[11551780.343212333, 144141.6161160058], [11551790.456009086, 144146.56558148624]]"
20,AS3-0303-Entrance,AS3-0304-Entrance,W,AS3_ L3_ROOMS,0,T,11,8,LineString,"[[11551790.456009086, 144146.56558148624], [11551780.343212333, 144141.6161160058]]"
21,AS3-0303-Entrance,AS3-0302-Entrance,E,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551790.456009086, 144146.56558148624], [11551793.45013018, 144147.9098807525]]"
21,AS3-0302-Entrance,AS3-0303-Entrance,W,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551793.45013018, 144147.9098807525], [11551790.456009086, 144146.56558148624]]"
22,AS3-0302-Entrance,AS3-Level3-Stair4,N,AS3_ L3_ROOMS,0,T,8,6,LineString,"[[11551793.45013018, 144147.9098807525], [11551795.924862918, 144155.19659382085]]"
22,AS3-Level3-Stair4,AS3-0302-Entrance,S,AS3_ L3_ROOMS,0,T,8,6,LineString,"[[11551795.924862918, 144155.19659382085], [11551793.45013018, 144147.9098807525]]"
23,AS3-0304-Entrance,AS3-Level3-Stair3,N,AS3_ L3_ROOMS,0,T,5,4,LineString,"[[11551780.343212333, 144141.6161160058], [11551777.135225445, 144145.38931962824]]"
23,AS3-Level3-Stair3,AS3-0304-Entrance,S,AS3_ L3_ROOMS,0,T,5,4,LineString,"[[11551777.135225445, 144145.38931962824], [11551780.343212333, 144141.6161160058]]"
24,AS3-Level3-Stair3,AS3-Level3-Stair4,E,AS3_ L3_ROOMS,0,T,21,16,LineString,"[[11551777.135225445, 144145.38931962824], [11551795.924862918, 144155.19659382085]]"
24,AS3-Level3-Stair4,AS3-Level3-Stair3,W,AS3_ L3_ROOMS,0,T,21,16,LineString,"[[11551795.924862918, 144155.19659382085], [11551777.135225445, 144145.38931962824]]"
25,AS3-0305-Entrance,AS3-0305,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551775.363194596, 144139.1108310096], [11551776.768598372, 144136.43750860507]]"
25,AS3-0305,AS3-0305-Entrance,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551776.768598372, 144136.43750860507], [11551775.363194596, 144139.1108310096]]"
26,AS3-0304-Entrance,AS3-0304,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551780.343212333, 144141.6161160058], [11551781.687511597, 144138.9427936013]]"
26,AS3-0304,AS3-0304-Entrance,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551781.687511597, 144138.9427936013], [11551780.343212333, 144141.6161160058]]"
27,AS3-0303-Entrance,AS3-0303,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551790.456009086, 144146.56558148624], [11551791.983621886, 144143.67839328936]]"
27,AS3-0303,AS3-0303-Entrance,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551791.983621886, 144143.67839328936], [11551790.456009086, 144146.56558148624]]"
28,AS3-0302-Entrance,AS3-0302,S,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551793.45013018, 144147.9098807525], [11551794.916638467, 144145.0532448117]]"
28,AS3-0302,AS3-0302-Entrance,N,AS3_ L3_ROOMS,0,T,3,2,LineString,"[[11551794.916638467, 144145.0532448117], [11551793.45013018, 144147.9098807525]]"
1,AS3-Level5-Lift-Lobby,AS3-Level5-Stair1,N,AS3_ L5_ROOMS,0,T,6,4,LineString,"[[11551764.279408947, 144146.67442389848], [11551767.212425526, 144152.4793525483]]"
1,AS3-Level5-Stair1,AS3-Level5-Lift-Lobby,S,AS3_ L5_ROOMS,0,T,6,4,LineString,"[[11551767.212425526, 144152.4793525483], [11551764.279408947, 144146.67442389848]]"
2,AS3-Level5-Lift-Lobby,AS3-Level5-FemaleToilet,N,AS3_ L5_ROOMS,0,T,8,6,LineString,"[[11551764.279408947, 144146.67442389848], [11551760.490929196, 144154.19027888722]]"
2,AS3-Level5-FemaleToilet,AS3-Level5-Lift-Lobby,S,AS3_ L5_ROOMS,0,T,8,6,LineString,"[[11551760.490929196, 144154.19027888722], [11551764.279408947, 144146.67442389848]]"
3,AS3-Level5-Lift-Lobby,AS3-Level5-MaleToilet,W,AS3_ L5_ROOMS,0,T,8,6,LineString,"[[11551764.279408947, 144146.67442389848], [11551757.191285541, 144149.48523145524]]"
3,AS3-Level5-MaleToilet,AS3-Level5-Lift-Lobby,E,AS3_ L5_ROOMS,0,T,8,6,LineString,"[[11551757.191285541, 144149.48523145524], [11551764.279408947, 144146.67442389848]]"
4,AS3-Level5-Lift-Lobby,AS3-Level5-Lift,E,AS3_ L5_ROOMS,0,T,4,3,LineString,"[[11551764.279408947, 144146.67442389848], [11551767.88457516, 144146.7966329227]]"
4,AS3-Level5-Lift,AS3-Level5-Lift-Lobby,W,AS3_ L5_ROOMS,0,T,4,3,LineString,"[[11551767.88457516, 144146.7966329227], [11551764.279408947, 144146.67442389848]]"
